1000	9.0258312412e-05
2000	2.6971311308e-04
3000	7.7516003512e-04
4000	1.0675264057e-03
5000	1.4059067471e-03
6000	1.7357921461e-03
7000	9.7231264226e-04
8000	2.2444245405e-03
9000	2.6511182077e-03
10000	3.0645368388e-03
11000	3.3137208084e-03
12000	1.5818220563e-03
13000	1.6742041335e-03
14000	1.8281743396e-03
15000	1.9722337602e-03
16000	2.1998264128e-03
17000	2.2819438018e-03
18000	5.2771054907e-03
19000	2.7990711387e-03
20000	3.0079041608e-03
21000	3.2914216863e-03
22000	3.3922985895e-03
23000	3.5894510802e-03
24000	3.8191676140e-03
25000	3.5597190727e-03
26000	3.6910360213e-03
27000	3.8127964363e-03
28000	5.0141174579e-03
29000	4.1394962464e-03
30000	4.3352330104e-03
31000	8.0563551746e-03
32000	4.8980204156e-03
33000	4.9985434161e-03
34000	5.0091621233e-03
35000	5.1553453086e-03
36000	5.2856004331e-03
37000	5.5167326936e-03
38000	5.6770740775e-03
39000	5.8770581381e-03
40000	6.2094213208e-03
41000	6.7838892573e-03
42000	6.5545268590e-03
43000	6.7116826540e-03
44000	6.8391060922e-03
45000	7.0405061124e-03
46000	7.0677605690e-03
47000	7.2273940314e-03
48000	7.6585104689e-03
49000	7.7869959641e-03
50000	7.7480609762e-03
51000	8.0906887306e-03
52000	8.0818400020e-03
53000	8.3504912909e-03
54000	8.3511990961e-03
55000	8.5331316805e-03
56000	8.7334698765e-03
57000	8.9808839839e-03
58000	9.0421180939e-03
59000	9.2959033791e-03
60000	9.4098767731e-03
61000	9.4668632373e-03
62000	9.6180018736e-03
63000	1.0035314015e-02
64000	1.0964798275e-02
65000	1.0507843108e-02
66000	1.0857196059e-02
67000	1.0873478022e-02
68000	1.0931526427e-02
69000	1.1088682222e-02
70000	1.1151686078e-02
71000	1.1256456492e-02
72000	1.1581386672e-02
73000	1.1696067872e-02
74000	1.2072675279e-02
75000	1.2127538212e-02
76000	1.2299914029e-02
77000	1.2402914814e-02
78000	1.2774566771e-02
79000	1.2686786125e-02
80000	1.3389031636e-02
81000	1.3455575099e-02
82000	1.4472485869e-02
83000	1.3524242211e-02
84000	1.4020486153e-02
85000	1.4402048895e-02
86000	1.4832457411e-02
87000	1.4450894669e-02
88000	1.4957403415e-02
89000	1.4759188984e-02
90000	1.5184288146e-02
91000	1.4970145770e-02
92000	1.5366574633e-02
93000	1.5551338787e-02
94000	1.5762295574e-02
95000	1.5485503245e-02
96000	1.6939901747e-02
97000	1.6991225188e-02
98000	1.7091394169e-02
99000	1.7054228927e-02
100000	1.6988393501e-02
101000	1.6773189185e-02
102000	1.7374203657e-02
103000	1.6833361471e-02
104000	1.7466585850e-02
105000	1.7659137025e-02
106000	1.8030081177e-02
107000	1.8117861822e-02
108000	1.9672075403e-02
109000	1.8250594730e-02
110000	1.8510397291e-02
111000	1.8595700269e-02
112000	1.9300423330e-02
113000	1.9192821230e-02
114000	1.9575091894e-02
115000	1.9926214591e-02
116000	1.9543236005e-02
117000	1.9367674715e-02
118000	2.0219288883e-02
119000	2.0171151031e-02
120000	2.0560500911e-02
121000	2.0633415552e-02
122000	2.0818533609e-02
123000	2.1875795210e-02
124000	2.0696419408e-02
125000	2.1012146608e-02
126000	2.1751911263e-02
127000	2.3125254200e-02
128000	2.4348874344e-02
129000	2.2599632037e-02
130000	2.2747938870e-02
131000	2.3297275999e-02
132000	2.3778653936e-02
133000	2.3452308029e-02
134000	2.3544336203e-02
135000	2.3674945347e-02
136000	2.3651230265e-02
137000	2.3914218415e-02
138000	2.3882362526e-02
139000	2.4693625863e-02
140000	2.4386039586e-02
141000	2.4450459285e-02
142000	2.4336486007e-02
143000	2.4964755052e-02
144000	2.5555858854e-02
145000	2.5172526133e-02
146000	2.5143855950e-02
147000	2.5876895408e-02
148000	2.5716200122e-02
149000	2.6163952309e-02
150000	2.6146254619e-02
151000	2.6370307780e-02
152000	2.6589051588e-02
153000	2.6554364013e-02
154000	2.6901593199e-02
155000	4.0317171486e-02
156000	2.7610209887e-02
157000	4.3583462248e-02
158000	2.7373060468e-02
159000	2.7958146995e-02
160000	2.9258929309e-02
161000	2.8488724609e-02
162000	2.8526243754e-02
163000	2.9243709287e-02
164000	3.1992518809e-02
165000	2.9051866033e-02
166000	2.9477673117e-02
167000	2.9469886096e-02
168000	3.0842167092e-02
169000	2.9389892356e-02
170000	3.1234702561e-02
171000	3.1655554310e-02
172000	3.1647413271e-02
173000	3.0629440560e-02
174000	3.1231163070e-02
175000	3.1423714128e-02
176000	3.2941470505e-02
177000	3.1504769693e-02
178000	3.2000659732e-02
179000	3.2139763818e-02
180000	4.5943630044e-02
181000	4.8822340672e-02
182000	3.2398150535e-02
183000	3.2476374414e-02
184000	3.3343208721e-02
185000	3.2423281227e-02
186000	3.3482312807e-02
187000	3.3016508794e-02
188000	3.3811136265e-02
189000	3.3455058234e-02
190000	3.3073141472e-02
191000	3.3311352716e-02
192000	3.7117777974e-02
193000	3.4835480270e-02
194000	3.4967859276e-02
195000	3.5545158782e-02
196000	3.5867257160e-02
197000	3.8787026773e-02
198000	4.7187425662e-02
199000	4.4018826098e-02
200000	3.7032829016e-02
201000	3.5978752770e-02
202000	3.6543310038e-02
203000	4.9585466390e-02
204000	3.7305727717e-02
205000	3.7650125218e-02
206000	3.6878504790e-02
207000	3.6252713529e-02
208000	3.8084073341e-02
209000	3.8223531330e-02
210000	3.7167685456e-02
211000	3.8754108944e-02
212000	3.9223452448e-02
213000	5.2057129564e-02
214000	3.9280439145e-02
215000	3.9308047504e-02
216000	3.9542365354e-02
217000	3.8988072774e-02
218000	3.8969313144e-02
219000	3.9801105973e-02
220000	3.9955430082e-02
221000	4.0730944020e-02
222000	3.9539533667e-02
223000	4.0063740104e-02
224000	4.3460640125e-02
225000	4.1206658701e-02
226000	4.1077465401e-02
227000	4.1072510066e-02
228000	4.1643438395e-02
229000	4.2921567685e-02
230000	4.2461780831e-02
231000	4.2023585411e-02
232000	4.2830955237e-02
233000	4.2960502673e-02
234000	4.2101809289e-02
235000	4.3132524355e-02
236000	4.3882553698e-02
237000	4.4171734364e-02
238000	4.3200129643e-02
